id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,pep
ID12576,33,FEMALE,TOWN,12178.5,YES,2,NO,YES,YES,YES,NO
ID12578,40,MALE,INNER_CITY,27417.6,YES,0,NO,YES,YES,YES,NO
ID12581,30,MALE,RURAL,11536.2,YES,2,NO,NO,YES,YES,NO
ID12582,47,MALE,INNER_CITY,44658.6,NO,2,YES,YES,YES,NO,YES
ID12584,23,MALE,RURAL,16403.8,YES,0,YES,YES,NO,NO,NO
ID12588,19,MALE,RURAL,16625.9,YES,1,NO,NO,YES,NO,YES
ID12589,27,FEMALE,TOWN,14014.5,YES,3,NO,YES,NO,NO,NO
ID12591,58,FEMALE,INNER_CITY,31671.3,YES,1,YES,YES,NO,YES,YES
ID12592,46,FEMALE,TOWN,17149.2,NO,1,YES,YES,YES,NO,YES
ID12593,61,FEMALE,TOWN,27756.3,YES,0,YES,YES,NO,YES,YES
ID12594,59,MALE,INNER_CITY,40949.9,NO,0,NO,YES,YES,NO,YES
ID12595,47,FEMALE,RURAL,43743.2,YES,3,NO,YES,YES,NO,NO
ID12596,44,MALE,INNER_CITY,38459.9,YES,0,NO,NO,NO,YES,YES
ID12597,50,MALE,TOWN,40972.9,NO,2,YES,YES,YES,YES,YES
ID12598,64,MALE,INNER_CITY,46587.9,NO,0,NO,YES,YES,NO,YES
ID12600,46,FEMALE,TOWN,18912.2,YES,0,YES,NO,YES,NO,YES
ID12603,32,FEMALE,TOWN,26325.3,YES,0,YES,NO,NO,NO,NO
ID12604,22,FEMALE,INNER_CITY,15308.2,NO,0,YES,YES,YES,YES,NO
ID12605,63,FEMALE,INNER_CITY,59805.6,YES,1,YES,YES,YES,NO,YES
ID12606,35,FEMALE,TOWN,28658.3,YES,0,YES,YES,YES,NO,NO
ID12607,59,FEMALE,INNER_CITY,23175,YES,0,NO,NO,NO,YES,YES
ID12608,22,FEMALE,SUBURBAN,11595.4,NO,0,YES,YES,YES,NO,YES
ID12609,60,MALE,SUBURBAN,50409.9,NO,2,NO,YES,YES,YES,YES
ID12611,29,FEMALE,TOWN,13327.8,YES,0,NO,YES,NO,NO,NO
ID12612,44,MALE,INNER_CITY,16088.8,YES,3,NO,YES,YES,NO,NO
ID12613,63,FEMALE,TOWN,43943,YES,0,YES,YES,YES,YES,NO
ID12614,25,FEMALE,RURAL,14505.3,NO,3,NO,YES,YES,NO,NO
ID12615,37,MALE,INNER_CITY,33886.4,NO,0,YES,YES,NO,NO,YES
ID12616,48,FEMALE,INNER_CITY,16662.5,YES,1,NO,YES,YES,NO,YES
ID12618,51,MALE,TOWN,33615.4,YES,1,NO,YES,NO,YES,YES
ID12619,27,FEMALE,TOWN,22007.1,NO,3,NO,NO,YES,NO,NO
ID12620,56,FEMALE,INNER_CITY,28981.1,YES,3,YES,YES,YES,YES,NO
ID12621,38,FEMALE,INNER_CITY,12163.9,YES,2,YES,NO,YES,NO,YES
ID12622,36,FEMALE,TOWN,17247.7,YES,2,YES,YES,YES,NO,NO
ID12624,34,FEMALE,TOWN,16291,YES,0,YES,YES,NO,YES,NO
ID12625,44,MALE,SUBURBAN,18707.3,YES,0,YES,YES,YES,YES,YES
ID12628,21,FEMALE,TOWN,10672,NO,1,NO,YES,YES,YES,NO
ID12629,30,FEMALE,INNER_CITY,25830.5,YES,2,NO,NO,YES,NO,NO
ID12630,55,MALE,RURAL,43499.5,YES,1,YES,YES,YES,NO,NO
ID12632,36,FEMALE,INNER_CITY,27642.9,NO,1,YES,NO,NO,NO,YES
ID12633,59,MALE,INNER_CITY,30067.5,NO,1,NO,YES,YES,NO,YES
ID12634,60,MALE,INNER_CITY,29714.4,YES,0,YES,NO,YES,YES,YES
ID12636,29,MALE,INNER_CITY,10072.6,YES,0,NO,NO,YES,NO,NO
ID12637,53,FEMALE,INNER_CITY,37850.6,NO,1,NO,YES,YES,NO,YES
ID12638,61,FEMALE,RURAL,57176.4,NO,2,NO,YES,YES,NO,YES
ID12639,43,FEMALE,INNER_CITY,38784,YES,0,NO,YES,YES,NO,NO
ID12640,19,MALE,INNER_CITY,10191.8,YES,0,NO,YES,YES,YES,YES
ID12641,48,FEMALE,INNER_CITY,21821.4,YES,1,YES,YES,NO,YES,YES
ID12643,32,MALE,INNER_CITY,14627.9,YES,2,YES,YES,YES,NO,NO
ID12644,63,MALE,SUBURBAN,48770.5,YES,1,YES,YES,NO,YES,YES
ID12645,46,MALE,RURAL,21096.2,YES,1,YES,YES,YES,NO,YES
ID12646,40,MALE,INNER_CITY,36256.9,NO,0,NO,NO,YES,YES,YES
ID12647,27,FEMALE,INNER_CITY,15281.8,NO,0,YES,NO,NO,YES,YES
ID12651,23,FEMALE,INNER_CITY,8020.19,YES,1,YES,NO,YES,NO,NO
ID12652,58,MALE,SUBURBAN,32245.4,YES,3,NO,NO,NO,NO,NO
ID12654,49,FEMALE,SUBURBAN,39358.3,YES,0,YES,NO,NO,YES,NO
ID12658,41,MALE,RURAL,25132.9,YES,0,NO,NO,YES,NO,NO
ID12659,38,FEMALE,SUBURBAN,31290.6,YES,0,NO,YES,YES,NO,NO
ID12660,67,FEMALE,SUBURBAN,24858.4,YES,0,NO,NO,YES,YES,YES
ID12663,57,FEMALE,RURAL,50897.6,YES,0,NO,YES,YES,NO,NO
ID12664,32,FEMALE,INNER_CITY,22446.5,NO,1,NO,NO,YES,YES,YES
ID12665,44,MALE,SUBURBAN,23092.1,YES,0,YES,NO,YES,YES,YES
ID12667,43,MALE,TOWN,22234.7,YES,0,NO,NO,YES,YES,NO
ID12668,19,FEMALE,INNER_CITY,17371.1,YES,2,YES,YES,YES,NO,NO
ID12669,37,FEMALE,TOWN,29574,YES,0,YES,YES,YES,NO,NO
ID12670,49,MALE,INNER_CITY,17944.2,NO,1,YES,YES,YES,YES,YES
ID12671,49,FEMALE,RURAL,33665.5,NO,3,YES,NO,YES,NO,NO
ID12672,40,MALE,INNER_CITY,36166.2,YES,0,NO,NO,NO,NO,NO
ID12673,33,FEMALE,SUBURBAN,27712.9,NO,2,NO,YES,YES,NO,YES
ID12674,39,MALE,TOWN,22400.7,YES,2,YES,YES,YES,NO,NO
ID12676,37,MALE,TOWN,30488,YES,0,NO,YES,YES,YES,NO
ID12678,62,MALE,TOWN,45342.5,YES,0,YES,YES,NO,NO,YES
ID12680,47,FEMALE,TOWN,25127.7,YES,0,YES,NO,NO,NO,NO
ID12681,63,MALE,SUBURBAN,51879.3,YES,2,YES,YES,NO,YES,YES
ID12683,46,FEMALE,TOWN,21984.4,NO,3,NO,YES,NO,NO,NO
ID12684,47,FEMALE,RURAL,29093.1,NO,2,YES,YES,YES,NO,NO
ID12685,33,MALE,TOWN,23528.4,YES,1,NO,YES,YES,YES,YES
ID12686,20,MALE,TOWN,9516.91,NO,3,YES,YES,YES,NO,NO
ID12688,43,FEMALE,TOWN,31273.8,NO,1,YES,YES,NO,NO,YES
ID12689,58,MALE,RURAL,49673.6,YES,0,NO,YES,YES,NO,NO
