income,age,loan,LTI,default10yr
62321.24247,45.8902828,10649.07205,0.170873873,No
49604.54421,51.94400881,7045.919202,0.142041809,No
48433.37349,28.53199734,789.6333613,0.016303497,No
57590.28328,19.49710268,7676.310663,0.133291768,Yes
62691.70137,25.06437924,8244.7489,0.131512604,Yes
51121.65687,58.52718075,6471.628202,0.126592693,No
22516.54035,55.51892667,4267.451902,0.189525204,No
60857.23505,37.39428701,10486.74435,0.172317134,No
62908.35748,51.14682721,3213.898146,0.051088572,No
49665.63384,50.31921262,2713.885075,0.054643118,No
65322.80107,41.45419509,2739.71999,0.041941251,No
20598.92656,35.77115432,3872.402468,0.187990498,No
55476.65698,52.0892028,4733.50583,0.08532428,No
26218.49485,18.41623623,3343.816358,0.127536549,Yes
40794.87023,38.04052822,6519.43706,0.159810217,No
53719.65111,42.89010155,1670.737893,0.031101056,No
20715.53563,27.53032143,369.5277394,0.017838194,No
57163.8524,53.54481969,577.5307824,0.010103077,No
33751.20531,25.30187719,6494.184336,0.192413405,Yes
44832.56472,32.17826296,1256.253538,0.028021005,No
51035.63346,58.99497729,2889.880195,0.056624754,No
53493.48601,21.87474639,5030.8288,0.094045634,No
58205.68,56.83783815,10035.60302,0.172416215,No
47439.94076,22.34841947,7896.356942,0.166449553,Yes
47586.22771,42.27500753,3343.056276,0.070252601,No
26100.85126,62.31916468,960.1372514,0.036785668,No
45326.40367,59.36251247,5142.110837,0.113446257,No
24391.75623,47.0350985,2198.144889,0.090118353,No
53741.37102,49.72943257,6513.150125,0.121194342,No
40053.72227,27.93848013,44.5272461,0.001111688,No
53033.86413,38.45755969,10427.4705,0.196619098,No
25176.50201,53.54340881,3064.718488,0.121729321,No
31210.84702,54.10490667,3853.088042,0.123453492,No
23532.2763,59.63373699,1077.8404,0.045802641,No
63776.77079,43.81065864,6697.971583,0.105022119,No
52278.765,45.92897162,4269.136035,0.081660996,No
56015.81322,32.50931024,2275.763425,0.04062716,No
56110.93994,62.82941483,9351.006131,0.166652103,No
57856.80823,33.68215095,8824.164747,0.15251731,Yes
30187.09186,28.15508425,4462.823258,0.147838794,Yes
30786.87193,47.06810554,3563.319789,0.115741534,No
22279.29977,58.90732761,3141.338536,0.140998082,No
42476.26553,46.43822313,8334.182008,0.196207974,No
58147.79986,34.05864485,3951.189747,0.067950804,No
36266.21187,55.54236272,3206.927665,0.088427423,No
39045.49716,27.43322056,1165.492158,0.029849592,No
64467.80368,63.40058921,521.5757014,0.008090483,No
36594.80667,60.91256134,3492.334022,0.095432504,No
58797.76286,53.40343367,8892.963303,0.151246627,No
66653.27093,19.88705308,5180.71186,0.077726296,No
48271.49838,21.66234102,6077.680287,0.125906187,Yes
30991.43192,34.01002602,4589.267265,0.148081808,Yes
45446.51834,19.30469183,8474.982464,0.186482546,Yes
37142.73889,50.30304299,161.2375511,0.004341025,No
58320.80889,20.25760534,10033.49168,0.172039652,Yes
24825.54068,54.8174662,3650.196352,0.147033912,No
20511.42944,27.19626825,931.7900744,0.045427847,No
48326.32089,35.65219864,7168.707002,0.148339598,No
55441.35879,48.05859911,10768.74784,0.194236723,No
60496.90792,33.94567162,1115.154587,0.018433249,No
25296.15423,44.35608995,1320.462443,0.052200126,No
50414.32032,56.19400321,2468.171999,0.048957756,No
67984.04038,27.46528093,1642.969471,0.024166988,No
50382.39977,57.09693649,9183.842295,0.182282748,No
49413.29854,18.64785258,2554.044352,0.051687388,No
61464.82064,36.40826631,5099.08746,0.082959446,No
53784.04957,24.39355435,2761.85138,0.051350752,No
35993.28793,41.8750019,901.9277107,0.02505822,No
63402.00468,47.22342889,7530.767633,0.118778068,No
40484.97132,39.28143317,1093.679203,0.027014449,No
26168.01227,41.94116976,3040.98135,0.116209872,No
60044.28152,61.31265439,6823.434443,0.113640038,No
23984.55095,51.14126769,4622.275198,0.192718855,No
40359.70119,32.24500797,1783.697326,0.044195008,No
33583.89108,62.13075546,1251.867366,0.037275829,No
68038.79202,62.94812935,10108.79585,0.148574005,No
45652.05927,53.674341,5408.212129,0.118465897,No
34399.20978,31.764889,6019.834423,0.174999207,Yes
57628.43892,23.98656393,5021.639683,0.087138222,No
24294.67689,22.26309561,4360.053009,0.179465363,Yes
52218.88251,37.54275677,9792.091531,0.187520128,No
50061.76774,55.36104188,6145.131817,0.122750995,No
49352.27422,57.54215563,3362.774486,0.068138187,No
21087.35554,49.31063445,3353.693571,0.159038129,No
23812.25268,42.76555932,2716.655819,0.114086469,No
49395.16649,41.08490913,5927.574676,0.120003132,No
33338.94399,46.59851354,2929.851424,0.087880751,No
29668.32072,38.6837404,2042.436463,0.068842335,No
45936.5972,41.99401029,8525.231909,0.185586927,No
55948.06772,40.30301538,8569.220573,0.153163834,No
53239.50071,63.51511514,4606.156805,0.086517656,No
43694.03444,49.51503554,5049.635509,0.115568076,No
24078.0725,38.49162835,3276.139948,0.136063215,No
50258.55302,22.54284077,1086.246165,0.02161316,No
41816.65683,48.91721362,4534.575973,0.108439467,No
36892.71622,54.44842476,6463.647751,0.175201189,No
23886.56761,34.44297279,4440.419617,0.185896094,Yes
48757.76505,23.07603499,1833.581051,0.037605929,No
34601.68266,33.85052236,2430.101618,0.070230735,No
52986.00455,50.42376288,4928.607034,0.093017148,No
50740.95102,21.72135886,784.5773121,0.015462408,No
53096.9914,36.35007538,2663.052609,0.050154492,No
38500.00065,53.93069108,7571.682318,0.19666707,No
41004.26236,55.84909201,1016.141008,0.024781351,No
63585.36459,49.33992697,1594.972682,0.025083959,No
31823.68106,30.98355705,2290.430342,0.071972514,No
26242.63362,32.59683185,1801.228195,0.068637478,No
63531.24599,19.32910789,6917.508435,0.108883563,No
64751.14654,53.63820349,2289.851251,0.035363872,No
31091.2763,50.89554304,4071.083034,0.130939721,No
66871.26736,62.68936364,3614.268185,0.054048148,No
25098.65283,51.64706285,2611.848092,0.104063278,No
33720.58922,47.24662629,1365.952209,0.040507958,No
28182.52329,25.52961036,2285.956538,0.081112557,No
27334.56971,42.67119449,2963.794432,0.108426599,No
68694.84318,23.08141739,12731.89464,0.185339889,Yes
46195.62167,26.62719845,2888.633728,0.062530466,No
34488.20985,27.13153021,2156.314406,0.062523234,No
57827.6631,23.97296825,10816.75901,0.187051636,Yes
20346.46905,35.71607365,656.0331879,0.032243098,No
60480.9758,53.42868783,3216.094541,0.053175308,No
51915.67978,44.10910349,2282.911022,0.04397344,No
54625.50698,31.69645567,8619.745177,0.157797074,Yes
48305.42709,55.2125357,4833.47747,0.100060754,No
28577.96451,21.42016018,1639.225639,0.057359776,No
53400.82701,58.08168841,10418.19298,0.195094225,No
43414.48789,44.45336282,7170.946724,0.165174048,No
47526.23413,57.21959192,8957.330544,0.188471288,No
46082.07216,55.15846717,2921.235379,0.063392014,No
32195.59252,62.20165852,4980.013585,0.154679979,No
49067.09129,60.54459807,7258.968492,0.147939654,No
21293.47713,42.40494033,1368.691922,0.064277521,No
52100.91739,23.18144363,4767.277192,0.09150083,No
48334.38778,53.36775446,2234.443137,0.046228849,No
58507.62355,48.97744804,694.1351678,0.011864012,No
27521.04034,35.08659729,2699.851346,0.098101355,No
63914.22537,26.34974189,139.3145719,0.002179711,No
28598.83265,52.53369854,524.2010921,0.018329458,No
23298.46675,48.65145986,1741.183919,0.074733841,No
35697.55414,51.38821886,2907.958272,0.081460995,No
40376.16358,38.92128904,3901.937984,0.096639642,No
56534.96684,27.80794148,2161.083752,0.038225613,No
36088.93861,41.71775901,6222.415273,0.172418905,No
34158.63397,29.42114243,2911.408067,0.085231982,No
29732.05762,38.87671243,3485.018026,0.117214156,No
41736.20154,34.59649188,7602.613055,0.18215872,Yes
42236.45609,24.6867331,4749.068675,0.112440037,No
28796.85084,44.62864841,706.2289942,0.024524522,No
55097.38848,33.92942424,9342.479427,0.169563017,Yes
40916.56415,48.31974071,5219.804028,0.127571905,No
20908.3351,28.81852198,3133.624447,0.149874413,Yes
57999.77239,62.77011063,859.5892942,0.014820563,No
57746.58159,63.62530548,727.194665,0.012592861,No
55116.23451,41.46888524,10284.60679,0.186598502,No
57765.52116,43.88730905,5445.22266,0.094264235,No
45200.9928,43.90542902,7335.962568,0.162296492,No
42435.18949,51.48952681,2766.280914,0.065188372,No
46365.57352,41.85261305,5443.276307,0.117399094,No
57187.70089,59.47191821,9390.672261,0.1642079,No
66539.9276,57.70555929,12129.08223,0.182282769,No
25244.7267,53.3790106,1278.999504,0.050664027,No
54780.34561,61.38897114,8134.220408,0.148487935,No
59253.12146,36.92041154,7327.283577,0.123660719,No
48540.34154,21.23915762,1012.934993,0.0208679,No
30415.10508,22.98363585,4362.083152,0.143418316,Yes
48768.69924,25.92502563,500.5991056,0.010264762,No
52299.21808,18.30974563,7880.685807,0.150684582,Yes
42242.48912,34.22076686,2070.379381,0.049011775,No
28218.96527,42.62439388,1305.082433,0.046248416,No
40208.13186,61.37191328,459.0346888,0.011416464,No
61419.67284,30.65182339,9921.672387,0.161538998,Yes
51282.50524,26.55138677,8445.385343,0.164683556,Yes
36017.90275,43.5236232,1526.392476,0.042378716,No
57575.00979,33.80013512,9857.22995,0.171206744,Yes
53330.76714,42.3772463,2343.497556,0.043942694,No
39834.51984,63.31227526,699.9557764,0.017571588,No
62469.42837,24.26485536,7286.550391,0.116641861,No
40334.61673,45.88654158,6808.869955,0.168809586,No
47542.8027,40.87333755,9448.209721,0.1987306,No
55883.62286,27.37033802,974.5630674,0.017439153,No
29163.01588,43.95617132,1469.129704,0.050376467,No
47786.14106,29.7081893,7181.478553,0.15028371,Yes
29736.3105,35.29839844,657.0484089,0.022095828,No
50831.42753,24.35160252,9572.586884,0.188320245,Yes
62030.046,46.53578454,7572.567589,0.122079026,No
54049.01274,54.62035318,4569.647911,0.084546372,No
34336.01759,35.83065171,3441.644524,0.100234237,No
31895.71531,48.18590728,3423.346172,0.107329343,No
51894.5401,59.0037683,6579.534007,0.126786633,No
37616.71086,53.44466025,5732.240108,0.152385469,No
22076.948,56.99543936,3948.143344,0.178835559,No
56252.95371,57.27829057,7327.070282,0.130252188,No
26316.75849,37.217654,923.0284413,0.035073789,No
23120.87961,40.29672232,1417.846522,0.061323209,No
39033.03271,59.67702219,5757.890479,0.147513275,No
32420.81815,32.36179216,1494.212974,0.046088071,No
68827.24433,25.30253079,1049.175477,0.015243607,No
58092.20489,41.81365235,5277.74042,0.090851095,No
43538.85612,46.32941211,8523.901116,0.195776873,No
64040.48418,59.14480741,5408.727767,0.084457946,No
34395.22922,25.54822433,2089.7325,0.060756464,No
57405.51493,45.64443499,6914.75154,0.120454482,No
22581.13397,40.54886181,34.28510582,0.001518308,No
27952.94598,42.09749811,3965.251974,0.141854529,No
54022.91284,26.5610123,10641.45144,0.196980335,Yes
63546.16476,44.41273214,6170.239116,0.097098529,No
60713.4303,56.03160353,396.2336776,0.006526294,No
44519.32947,32.39165985,1446.468103,0.032490788,No
40997.79899,55.58120391,7908.331843,0.192896498,No
63661.38333,25.59552438,6095.308749,0.095745779,No
34429.14674,39.7149896,2240.277404,0.065069211,No
29181.86143,48.24064781,2529.612969,0.086684428,No
52510.43824,40.27914024,1858.30824,0.035389311,No
37536.34724,25.85667757,2634.358585,0.070181538,No
35683.74495,44.49787917,4337.825559,0.121563069,No
45622.29071,41.63254532,528.1812501,0.011577263,No
67385.40318,29.03367936,6747.232379,0.10012899,No
69411.79253,47.07372685,12176.78244,0.175428151,No
48322.51407,29.26263398,7732.696396,0.160022643,Yes
40836.58881,22.16826291,6994.487801,0.171279923,Yes
38035.95133,60.65521047,4298.705028,0.113016893,No
42696.97137,44.52967068,222.1964386,0.005204033,No
24181.69479,22.30012538,1529.018868,0.063230426,No
33194.40264,51.17971212,6615.387858,0.19929227,No
32541.46153,34.40508616,780.8328568,0.023995015,No
38381.41306,54.08337144,322.7241556,0.008408345,No
25921.91253,58.42607932,5104.746789,0.196927861,No
58810.97173,22.10938059,9099.724338,0.154728345,Yes
63025.74408,56.56693154,2956.977746,0.046916983,No
29954.00451,61.83684471,5774.07427,0.192764686,No
40641.52302,37.66419864,5042.326368,0.124068342,No
43940.9107,38.30598195,2855.379187,0.064982249,No
65166.97287,25.65628186,8859.087469,0.135944437,Yes
58820.38206,30.75231565,530.6578241,0.009021666,No
50719.76308,43.20724465,4770.937668,0.094064668,No
46766.59592,47.77517095,2383.407757,0.050963892,No
67520.7596,45.41562414,13041.77945,0.193152144,No
28386.25355,31.12533241,1718.943782,0.0605555,No
68276.03076,34.51488127,4842.07796,0.070919148,No
30731.72628,40.38884294,1129.562412,0.03675558,No
30012.25109,54.94011866,3972.151405,0.132350999,No
38075.31877,53.10735995,6928.943621,0.181979924,No
55932.39657,44.39262234,4876.366909,0.087183228,No
27966.24445,53.70027324,4445.203178,0.158948878,No
53825.53674,49.71390438,5272.804792,0.097961026,No
65451.49652,60.27638934,8129.048931,0.124199588,No
39473.99586,42.30125384,6034.153228,0.152864008,No
42344.80871,47.41810839,6800.246806,0.160592219,No
36112.87441,60.5793527,3737.212187,0.103486977,No
32720.5048,33.80450352,4367.26495,0.133471808,Yes
27973.82656,49.67421964,403.4021354,0.014420699,No
21306.03312,35.09416354,3791.023528,0.177931927,No
36029.30158,52.64062442,2928.100439,0.081269975,No
48457.96355,22.34492363,8108.172683,0.167323843,Yes
46038.51066,39.03867278,6868.987805,0.149200913,No
34247.15902,34.70098954,6458.790585,0.188593471,Yes
64247.615,31.60316207,4513.203694,0.070247023,No
62109.76709,41.24090602,2816.430158,0.045346011,No
21481.80379,19.95945231,1137.657891,0.052959142,No
20762.47447,25.32912274,2385.224837,0.11488153,No
33756.52723,40.56759555,1169.835925,0.034655103,No
54325.80727,29.63636931,6978.525057,0.128456905,Yes
33197.8078,59.48684823,3993.146866,0.12028345,No
56846.47423,30.28092755,5268.227475,0.092674657,No
26542.93109,45.82942652,4233.089586,0.159480864,No
53200.54815,59.6917193,3090.473119,0.058091001,No
38073.4069,32.21450809,2284.005677,0.059989527,No
43937.21904,56.40968222,3213.541963,0.073139403,No
49284.81941,51.93972912,493.589997,0.010015051,No
22869.32345,25.9064452,527.5515684,0.023068088,No
60113.34254,40.77430558,8253.384569,0.13729705,No
23613.25569,32.4735058,2469.234585,0.104569849,No
68755.09442,53.22813215,10990.53375,0.159850464,No
26449.32829,46.47915325,2952.123152,0.111614296,No
42855.41611,47.12736998,4923.814846,0.114893642,No
25686.77894,35.85071487,3728.397031,0.145148484,No
67125.64924,36.05850519,7482.067369,0.111463613,No
27427.78945,59.70451918,719.9466646,0.026248804,No
37145.57306,53.19827894,1510.735507,0.040670674,No
41702.60077,41.94405372,6105.727929,0.146411203,No
20710.77596,49.55726981,3960.710873,0.191239135,No
39124.16436,44.5571086,401.3267334,0.010257771,No
32834.64674,60.58021867,4184.578203,0.127443984,No
26267.2214,58.79376696,1136.117271,0.043252282,No
41254.2282,28.94820475,6993.049441,0.169511096,Yes
38268.6966,30.67684984,2522.057185,0.065903922,No
37087.26876,57.5763008,6391.153194,0.172327416,No
38458.13304,55.85685407,3644.30607,0.094760348,No
40185.77567,31.00076808,1002.340574,0.024942671,No
65481.94555,45.03857624,10614.24849,0.162094275,No
57426.68048,20.1188451,2461.974406,0.042871613,No
47903.31425,46.16901477,4283.226974,0.089414001,No
34222.18775,52.24667845,3582.151364,0.10467336,No
28481.2656,47.42132836,5302.179943,0.186163776,No
43069.65215,41.24003469,4091.561292,0.094998708,No
33093.96186,33.40317391,3852.992444,0.116425844,No
61363.85606,62.13637386,9636.804731,0.157043663,No
68100.73562,47.75294027,8124.59898,0.119302661,No
50551.48034,56.7655671,5262.616088,0.104104095,No
54421.05401,22.96153355,6229.836019,0.11447474,No
32152.45974,57.48695513,3550.584889,0.11042965,No
40230.97571,58.79409568,745.1947491,0.01852291,No
53483.374,29.18999789,1459.668599,0.027292007,No
65137.93776,42.13310957,10352.18177,0.158927073,No
29496.59413,54.66582086,2216.975334,0.075160384,No
45181.93371,48.0968023,2243.153992,0.049647145,No
24994.7782,34.72335974,51.64026024,0.002066042,No
54820.97401,20.56039647,10070.94905,0.183706131,Yes
62955.60829,29.54950978,207.5438178,0.003296669,No
52956.24608,25.14710192,959.0972148,0.018111125,No
40366.20324,32.07200804,7410.792024,0.183589028,Yes
60005.01013,40.19488899,10677.66802,0.177946275,No
37598.38508,54.66392931,3641.808411,0.096860767,No
61323.0009,60.16601647,8699.946682,0.141870857,No
21243.9323,57.86806022,3438.979277,0.161880542,No
62111.43441,25.97645859,499.2085782,0.008037306,No
56524.87881,54.91097151,5296.940273,0.093709892,No
51718.13696,34.35049974,1036.616804,0.020043584,No
43205.63175,23.12587725,4835.274657,0.111913065,No
26934.19744,35.9790102,4113.299167,0.152716604,No
68966.82256,54.39248814,6690.635338,0.097012376,No
31527.3472,59.02264656,2062.719158,0.065426347,No
46839.06109,28.73335871,1498.200316,0.03198613,No
32151.29686,42.91491157,4601.940086,0.143133887,No
40831.80192,47.1495458,6429.593688,0.157465343,No
30868.80482,58.13656775,4618.392184,0.149613573,No
62988.82643,32.47461294,6924.901569,0.109938571,No
65496.76748,61.95993475,11805.55577,0.180246388,No
63032.62627,24.78843756,390.3358609,0.0061926,No
27287.07454,18.69579873,4509.881422,0.165275373,Yes
44299.37174,24.37145815,5154.909843,0.116365304,No
44091.34923,30.48523032,1664.104927,0.037742209,No
26617.03032,28.61650924,2727.241681,0.102462283,No
21856.23353,47.72276785,1500.653745,0.068660217,No
28072.60436,54.14254823,1.377629593,4.91E-05,No
35950.48845,35.47184697,2664.925675,0.074127663,No
28982.11236,35.26825118,1440.499168,0.049703043,No
51790.72645,41.15087779,1281.035729,0.024734848,No
65000.81962,21.69969953,1114.914824,0.017152319,No
29761.04601,21.85429135,3748.258124,0.125945107,Yes
23081.45074,53.89681841,257.6612015,0.011163129,No
60016.74099,22.73860251,1522.646768,0.025370367,No
54619.15536,53.59786282,901.2777768,0.01650113,No
66274.2081,36.37462344,10257.91839,0.154779947,No
49380.65863,45.47104991,5425.280945,0.109866516,No
46283.06746,48.28858511,2166.1231,0.046801632,No
25554.69852,42.79692147,4229.914353,0.165523939,No
36680.18192,22.14626261,4849.333785,0.132205827,Yes
30383.67633,46.8319496,2153.607725,0.07088042,No
67730.4437,26.30314698,8881.583636,0.131131337,Yes
36446.72414,40.61685061,2927.675444,0.080327533,No
33648.73899,60.97094456,1498.161255,0.044523548,No
53852.79954,42.78285555,2089.909464,0.038807815,No
61298.21867,48.28503024,9399.504602,0.153340583,No
69465.74696,20.58523169,7983.705373,0.114930102,No
39102.04171,29.30086538,4200.697505,0.107429109,No
29366.58233,22.48404853,4049.253865,0.137886453,Yes
67949.73807,34.47967882,1790.348617,0.026348131,No
29468.85918,22.78963669,3703.953047,0.125690412,Yes
56839.4019,36.55239093,9004.801714,0.158425343,No
38277.93687,44.90919805,7405.80321,0.193474461,No
49664.27072,39.94416069,5571.456364,0.112182386,No
49972.01083,32.39698399,763.9541159,0.01528764,No
27356.80095,63.48787362,2983.583322,0.10906185,No
36840.60366,36.67458349,6557.940331,0.178008493,No
51438.81407,46.01234316,6898.783719,0.134116306,No
40614.72205,20.93267159,2649.695356,0.065239776,No
56738.63732,63.37394217,3210.807048,0.056589428,No
68004.68622,41.53109727,2698.047781,0.039674439,No
44458.63729,52.08290527,1456.234944,0.032754826,No
66801.19751,19.13513823,288.6467693,0.004320982,No
48991.85368,18.6213071,7453.264268,0.152132726,Yes
69430.93662,58.94091428,2648.220452,0.038141794,No
27989.1111,27.80092017,1770.818279,0.063268114,No
67675.80477,37.74039569,4396.076877,0.064957881,No
47985.72247,33.55977398,8801.610127,0.183421436,Yes
43388.20947,35.70435679,7007.154253,0.161499042,No
63182.45567,25.58638213,3493.224567,0.055287889,No
20568.89131,25.85385679,2257.064782,0.109731961,No
25833.71723,19.20759964,3716.254685,0.143852882,Yes
23087.3014,37.61963726,423.4183995,0.018339883,No
36124.71783,25.05472696,6485.05748,0.179518564,Yes
57330.61941,44.4456513,1058.039202,0.018455046,No
47240.25312,55.00972136,4286.345614,0.090735026,No
55730.62923,55.15643796,9286.357545,0.166629332,No
61660.40132,48.89875823,1684.526564,0.027319423,No
49746.88744,29.36146193,7354.129523,0.147830948,Yes
23973.68759,55.28829775,95.46072238,0.003981896,No
28085.4796,45.03212598,4431.280471,0.157778344,No
33585.47474,60.37738544,3933.883012,0.117130487,No
44179.3851,51.30649189,5888.375781,0.133283335,No
56025.41973,29.39644446,4341.626699,0.077493872,No
49369.70415,51.37341727,109.3796228,0.002215521,No
26889.36474,62.62510846,675.7120311,0.025129342,No
30873.21764,38.95273955,4076.87675,0.132052214,No
30608.94324,46.47670398,2632.551811,0.086005969,No
54878.08965,42.88355929,1504.473462,0.027414829,No
32423.80685,63.18998659,2961.952368,0.09135116,No
46608.36902,20.40499151,1521.868405,0.032652256,No
65689.1897,28.10870743,255.072656,0.003883023,No
49054.86027,54.06866362,1102.240361,0.022469544,No
20310.57756,54.26474774,1279.113098,0.062977682,No
66423.39933,18.87435711,1066.214601,0.016051792,No
45783.15475,63.88504374,7492.90982,0.163660846,No
62887.76267,42.8418414,6849.484223,0.108916011,No
51088.21078,52.08587159,9097.112036,0.178066757,No
66217.94485,19.08162361,745.0760945,0.011251876,No
62799.75061,35.36149204,6752.586071,0.107525683,No
45789.48752,36.29805129,4545.157459,0.099262029,No
59727.40599,50.24148795,5203.325181,0.087117883,No
35513.58955,60.80701767,6983.360741,0.196639113,No
29178.97759,63.93073469,1664.386062,0.057040589,No
67501.69225,49.63745902,7589.75999,0.11243807,No
66255.02953,28.96002495,7475.212282,0.112824828,No
63558.86409,36.35685466,9282.927735,0.146052449,No
63441.71236,18.67128938,3119.412678,0.049169743,No
64983.15424,27.29197161,9109.774342,0.140186706,Yes
56946.64594,55.40901375,11175.84107,0.196251085,No
52349.87246,35.52249918,5181.848501,0.098984931,No
31473.45878,27.99340911,797.3459721,0.025333916,No
59267.3392,34.91269907,5085.311919,0.085802939,No
66809.17325,31.05454812,1316.187128,0.019700695,No
48083.31155,39.15730598,9193.095264,0.191190976,No
20629.3473,28.30686155,3310.410118,0.160470909,Yes
25363.33106,31.39079116,3946.001447,0.155578991,Yes
28873.67417,62.3285863,2224.469765,0.077041451,No
41430.85526,33.68956136,5719.278116,0.138043931,Yes
53612.13123,23.28296645,5976.896568,0.111484032,No
51555.74026,57.26359177,9217.688669,0.178790735,No
46564.3789,50.65129969,599.830324,0.012881742,No
61200.42748,19.22777832,406.8518612,0.00664786,No
29307.32077,61.16495696,481.8426971,0.016441035,No
67687.18308,20.8043048,10506.32803,0.155218869,Yes
52565.06574,55.69652935,372.9742533,0.007095478,No
52920.14801,20.99096653,9521.769942,0.179927122,Yes
34981.36783,23.48770889,5502.736031,0.15730477,Yes
65210.8371,27.52843972,12607.95166,0.193341356,Yes
60016.07961,54.31724029,2857.007414,0.047604033,No
23066.96468,33.091353,1933.353568,0.083814823,No
52603.87864,43.89546653,2043.089553,0.038839143,No
20111.36326,53.49539456,1745.371922,0.086785361,No
32759.70028,43.88045936,5211.32563,0.159077329,No
30578.02016,55.36616174,3010.35024,0.098448174,No
21211.58939,32.65119825,931.7810522,0.043927922,No
53746.32658,29.35028859,9534.660206,0.177401151,Yes
45214.10922,18.2999804,1779.727735,0.03936222,No
58465.0497,20.12688854,11417.06009,0.195280089,Yes
54422.97349,58.57139504,444.6137769,0.008169597,No
62842.06439,62.19707882,107.5972315,0.001712185,No
53005.13229,45.68722047,2539.336749,0.047907375,No
40749.02818,26.85401291,6207.186165,0.15232722,Yes
49804.41083,20.03986423,7235.194717,0.145272168,Yes
37277.24612,26.63314682,6289.256076,0.168715684,Yes
46883.20654,30.39988989,6342.567909,0.135284431,Yes
31763.3692,35.60251728,3489.404122,0.109856234,No
61013.18158,24.70761897,1791.542962,0.029363212,No
41285.3589,22.91107059,532.1002558,0.012888352,No
39133.89186,21.60323147,433.4584179,0.011076292,No
62171.80256,24.2437831,1035.462496,0.016654857,No
53638.64595,44.02737436,109.4788536,0.002041044,No
49264.58489,58.11954711,3051.574267,0.061942555,No
63114.49699,48.35108283,11890.75719,0.188399778,No
58165.50622,45.72915357,4155.723767,0.071446533,No
43029.80326,27.21015742,6894.165381,0.16021838,Yes
21593.62266,51.54892278,458.0937244,0.021214306,No
49104.76824,35.53851733,9452.217947,0.192490837,No
65776.23241,39.79819134,2805.863745,0.042657715,No
36192.14945,21.40240262,7236.17393,0.199937667,Yes
62165.86119,19.6025431,4739.948954,0.076246816,No
50793.35572,41.60188645,421.6403796,0.008301093,No
62422.20379,32.14522141,2841.633423,0.045522799,No
63166.99496,56.51003993,4058.789534,0.064254909,No
23717.56785,49.32576952,1530.090242,0.064512949,No
66797.66467,21.38042855,11921.19954,0.17846731,Yes
30272.20362,19.13244649,1440.072549,0.047570787,No
55741.19569,52.62685289,3181.780519,0.057081311,No
30742.57971,26.44933684,5685.653641,0.184943934,Yes
20491.56433,35.13483691,1579.168249,0.077064309,No
35620.41863,40.82467405,3611.295903,0.101382747,No
50206.13372,33.03111152,5826.462898,0.116050818,No
67935.45387,60.9422627,8267.326053,0.121693837,No
59223.3966,22.93963515,3901.402085,0.065876027,No
32657.26868,32.81218796,1796.270503,0.055003697,No
55931.65458,23.44133307,4053.519938,0.072472734,No
23694.77887,22.86428448,764.29719,0.032255933,No
44324.28637,23.18086641,2672.692026,0.060298591,No
34735.49175,62.35895581,1402.217854,0.040368447,No
67064.34474,22.58360992,1091.624816,0.016277276,No
42761.49268,45.04937391,610.6578471,0.014280555,No
49517.72233,31.5493175,7337.950431,0.148188367,Yes
54372.18266,29.97711781,839.1250812,0.015432985,No
29941.96837,48.35844947,3170.045654,0.105872988,No
68414.12078,51.04678129,6154.052457,0.089952957,No
23891.24457,51.02920468,3475.905423,0.145488671,No
47187.57155,24.22704766,7933.469449,0.16812625,Yes
39819.92094,63.38479701,3577.44769,0.089840653,No
50632.27924,53.62329948,1262.356066,0.024931844,No
39970.21125,40.36811516,7867.616836,0.196837009,No
55176.1396,49.4559101,7822.936091,0.141781142,No
50533.57195,56.63106428,117.7125869,0.002329394,No
52983.87446,42.58806976,5567.941087,0.105087466,No
31187.66993,30.99961612,593.1247798,0.019017925,No
34909.98223,25.56874133,2852.371795,0.081706481,No
53810.84766,51.43297298,9154.477015,0.170123263,No
55478.96737,53.76292004,6227.541774,0.112250499,No
60394.09487,57.68642247,8293.576747,0.137324299,No
36845.73868,51.93947954,1790.013566,0.048581291,No
60264.94065,54.72136343,2241.388144,0.03719224,No
52981.5086,18.30621644,3759.937234,0.070966972,No
50222.76242,21.42271292,8734.740617,0.173919956,Yes
59256.55596,38.57894462,9812.978717,0.16560157,No
43203.41422,40.90172418,7730.727575,0.178937885,No
46288.75641,23.59003818,6053.791581,0.130783198,Yes
58176.15493,52.17576009,9852.14111,0.169350159,No
25631.43473,47.63557696,4778.700543,0.186439058,No
58977.99765,30.33098269,9442.01161,0.160093797,Yes
25048.01599,54.65677518,2341.367858,0.093475182,No
33436.48901,34.66914689,5473.985551,0.163712929,Yes
23787.36705,36.3117126,3041.552908,0.127864211,No
69456.56777,48.05355678,13190.36589,0.189908115,No
65447.61161,39.63135194,3269.534327,0.049956511,No
68743.35318,56.38525158,2290.204289,0.033315283,No
36052.5776,49.49996087,2830.179862,0.078501457,No
24820.79247,38.24401685,51.94924278,0.002092973,No
26046.38417,54.62546358,4669.457353,0.179274686,No
60850.80244,59.99025632,7206.852593,0.1184348,No
69929.011,51.39444845,12427.8357,0.177720742,No
53298.49615,56.90970733,2106.709791,0.039526627,No
48818.38232,49.29612194,2312.421777,0.047367849,No
38042.08416,32.83899402,3495.856306,0.091894448,No
42119.82271,60.06420183,1930.566532,0.045835106,No
62247.87974,39.22965562,1870.715089,0.030052672,No
